supplier_id,week,sla_compliance_rate,overdue_days,critical_staff_turnover_rate,unresolved_ticket_count,system_availability_rate,complaint_count,negative_sentiment_count,is_simulated,simulation_version
S‑NOR002,38,0.9843,1,0.0858,0,0.9988,0,0,True,LEADING-SIM-V0.1
S‑NOR002,39,0.9867,0,0.0095,0,0.9986,0,0,True,LEADING-SIM-V0.1
S‑NOR002,40,0.9733,0,0.04,0,0.9976,0,0,True,LEADING-SIM-V0.1
S‑NOR002,41,1.0,0,0.0025,0,0.9984,0,0,True,LEADING-SIM-V0.1
S‑NOR002,42,0.9787,0,0.018,0,0.9953,0,0,True,LEADING-SIM-V0.1
S‑NOR002,43,0.9865,0,0.0552,0,0.9954,0,0,True,LEADING-SIM-V0.1
S‑NOR002,44,0.9875,0,0.0716,1,0.9973,0,1,True,LEADING-SIM-V0.1
S‑NOR002,45,0.9843,1,0.0093,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR002,46,0.9777,1,0.0667,1,0.9942,0,0,True,LEADING-SIM-V0.1
S‑NOR002,47,0.9843,0,0.0319,3,0.9952,0,0,True,LEADING-SIM-V0.1
S‑NOR002,48,0.9835,0,0.0072,0,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR002,49,0.976,0,0.0042,1,0.999,0,0,True,LEADING-SIM-V0.1
S‑NOR002,50,0.9905,0,0.0081,1,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR002,51,0.9794,0,0.0036,0,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR002,52,0.9862,0,0.0295,0,0.9967,0,0,True,LEADING-SIM-V0.1
S‑NOR003,1,0.9903,0,0.0016,1,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR003,2,0.9737,1,0.1022,0,0.996,0,0,True,LEADING-SIM-V0.1
S‑NOR003,3,0.9853,0,0.0001,0,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR003,4,0.9767,0,0.0153,0,0.9947,0,0,True,LEADING-SIM-V0.1
S‑NOR003,5,0.999,0,0.025,0,0.9976,0,0,True,LEADING-SIM-V0.1
S‑NOR003,6,0.9892,0,0.0252,1,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR003,7,0.9862,0,0.0083,1,0.999,0,0,True,LEADING-SIM-V0.1
S‑NOR003,8,0.9854,1,0.0125,2,0.9981,0,0,True,LEADING-SIM-V0.1
S‑NOR003,9,0.9843,0,0.0759,1,0.9946,0,0,True,LEADING-SIM-V0.1
S‑NOR003,10,0.9804,0,0.0465,0,0.9978,0,0,True,LEADING-SIM-V0.1
S‑NOR003,11,0.9884,0,0.041,0,0.9983,0,0,True,LEADING-SIM-V0.1
S‑NOR003,12,0.9836,0,0.0597,2,0.9977,0,0,True,LEADING-SIM-V0.1
S‑NOR003,13,0.9929,0,0.0394,1,0.9969,0,1,True,LEADING-SIM-V0.1
S‑NOR003,14,0.9926,0,0.0055,1,0.9984,0,1,True,LEADING-SIM-V0.1
S‑NOR003,15,0.9815,0,0.0187,0,0.999,0,0,True,LEADING-SIM-V0.1
S‑NOR003,16,0.9863,0,0.013,1,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR003,17,0.9781,0,0.0197,1,0.9954,0,0,True,LEADING-SIM-V0.1
S‑NOR003,18,0.9823,0,0.0026,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR003,19,0.986,0,0.0352,1,0.9981,0,0,True,LEADING-SIM-V0.1
S‑NOR003,20,0.9816,0,0.0041,0,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR003,21,0.9729,0,0.0076,0,0.9985,0,0,True,LEADING-SIM-V0.1
S‑NOR003,22,0.9851,0,0.1147,1,0.9957,0,0,True,LEADING-SIM-V0.1
S‑NOR003,23,0.9828,1,0.0226,0,0.9958,0,0,True,LEADING-SIM-V0.1
S‑NOR003,24,0.9686,0,0.0109,0,0.9984,1,0,True,LEADING-SIM-V0.1
S‑NOR003,25,0.9818,0,0.0392,0,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR003,26,0.9842,1,0.0281,0,0.9985,0,0,True,LEADING-SIM-V0.1
S‑NOR003,27,0.995,0,0.1065,0,0.9964,0,0,True,LEADING-SIM-V0.1
S‑NOR003,28,0.9823,0,0.0752,1,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR003,29,0.9837,0,0.0059,0,0.9958,0,0,True,LEADING-SIM-V0.1
S‑NOR003,30,0.9849,0,0.0371,0,0.9976,0,0,True,LEADING-SIM-V0.1
S‑NOR003,31,0.9824,0,0.041,0,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR003,32,1.0,0,0.0912,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR003,33,0.9871,1,0.0229,0,1.0,0,0,True,LEADING-SIM-V0.1
S‑NOR003,34,0.9875,0,0.0277,0,0.9965,0,0,True,LEADING-SIM-V0.1
S‑NOR003,35,0.9836,0,0.0264,0,0.9972,0,0,True,LEADING-SIM-V0.1
S‑NOR003,36,0.9898,0,0.014,0,0.9965,0,0,True,LEADING-SIM-V0.1
S‑NOR003,37,0.9681,0,0.0737,0,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR003,38,0.9821,0,0.0119,0,0.9972,0,0,True,LEADING-SIM-V0.1
S‑NOR003,39,0.9854,0,0.0109,0,0.9964,0,0,True,LEADING-SIM-V0.1
S‑NOR003,40,0.9902,0,0.0096,2,0.998,0,0,True,LEADING-SIM-V0.1
S‑NOR003,41,0.9907,0,0.0568,0,0.9966,0,0,True,LEADING-SIM-V0.1
S‑NOR003,42,0.9823,0,0.0702,0,0.9959,0,0,True,LEADING-SIM-V0.1
S‑NOR003,43,0.9742,0,0.0062,1,0.998,0,0,True,LEADING-SIM-V0.1
S‑NOR003,44,0.9934,0,0.0909,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR003,45,0.9783,1,0.01,0,0.996,0,0,True,LEADING-SIM-V0.1
S‑NOR003,46,0.9882,0,0.0096,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR003,47,0.9931,0,0.0351,0,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR003,48,0.9785,0,0.0296,0,0.9944,0,0,True,LEADING-SIM-V0.1
S‑NOR003,49,0.9849,0,0.0767,0,0.9964,0,0,True,LEADING-SIM-V0.1
S‑NOR003,50,0.9953,0,0.0589,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR003,51,0.9744,0,0.0313,0,0.9979,0,0,True,LEADING-SIM-V0.1
S‑NOR003,52,0.9874,1,0.0353,0,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR004,1,0.9833,0,0.1203,0,0.9946,0,0,True,LEADING-SIM-V0.1
S‑NOR004,2,0.9803,0,0.0211,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR004,3,0.9843,0,0.0368,1,0.9947,0,0,True,LEADING-SIM-V0.1
S‑NOR004,4,0.9769,1,0.0046,0,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR004,5,0.981,0,0.0245,1,0.9977,0,0,True,LEADING-SIM-V0.1
S‑NOR004,6,0.9763,0,0.0441,1,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR004,7,0.9917,0,0.0016,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR004,8,0.9863,0,0.0144,0,0.9991,0,0,True,LEADING-SIM-V0.1
S‑NOR004,9,0.9852,0,0.0166,0,0.9967,0,0,True,LEADING-SIM-V0.1
S‑NOR004,10,0.9988,0,0.0299,1,0.995,0,0,True,LEADING-SIM-V0.1
S‑NOR004,11,0.9862,0,0.0518,0,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR004,12,0.9848,0,0.0036,0,0.9942,0,0,True,LEADING-SIM-V0.1
S‑NOR004,13,0.9833,0,0.0327,0,0.9997,0,0,True,LEADING-SIM-V0.1
S‑NOR004,14,0.9865,0,0.1033,0,0.9988,0,0,True,LEADING-SIM-V0.1
S‑NOR004,15,0.9827,0,0.0081,0,0.9983,0,0,True,LEADING-SIM-V0.1
S‑NOR004,16,0.9905,0,0.0233,0,0.9957,1,0,True,LEADING-SIM-V0.1
S‑NOR004,17,0.9885,0,0.0099,0,0.9984,0,0,True,LEADING-SIM-V0.1
S‑NOR004,18,0.9843,1,0.0095,0,0.995,0,0,True,LEADING-SIM-V0.1
S‑NOR004,19,0.9835,0,0.0108,0,0.9951,0,0,True,LEADING-SIM-V0.1
S‑NOR004,20,0.9915,0,0.0783,0,0.9957,0,0,True,LEADING-SIM-V0.1
S‑NOR004,21,0.988,0,0.0553,0,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR004,22,0.9878,0,0.017,1,0.9999,0,0,True,LEADING-SIM-V0.1
S‑NOR004,23,0.9734,0,0.072,0,0.998,0,0,True,LEADING-SIM-V0.1
S‑NOR004,24,0.9802,0,0.0137,1,0.9942,0,1,True,LEADING-SIM-V0.1
S‑NOR004,25,0.9829,0,0.0335,0,0.9965,0,0,True,LEADING-SIM-V0.1
S‑NOR004,26,0.9897,0,0.0172,0,0.9972,0,0,True,LEADING-SIM-V0.1
S‑NOR004,27,0.9794,0,0.0112,0,0.9967,0,0,True,LEADING-SIM-V0.1
S‑NOR004,28,0.9786,0,0.0618,0,0.9939,0,0,True,LEADING-SIM-V0.1
S‑NOR004,29,0.9948,0,0.0153,0,0.9955,0,0,True,LEADING-SIM-V0.1
S‑NOR004,30,0.9843,0,0.0247,1,0.9995,0,0,True,LEADING-SIM-V0.1
S‑NOR004,31,0.9856,0,0.0044,0,0.9952,0,0,True,LEADING-SIM-V0.1
S‑NOR004,32,0.9789,0,0.0377,0,0.9954,0,0,True,LEADING-SIM-V0.1
S‑NOR004,33,0.9847,0,0.0373,1,0.9954,0,0,True,LEADING-SIM-V0.1
S‑NOR004,34,0.9921,0,0.0656,0,0.9984,0,0,True,LEADING-SIM-V0.1
S‑NOR004,35,0.9874,0,0.0044,1,0.9976,0,0,True,LEADING-SIM-V0.1
S‑NOR004,36,0.9715,0,0.0306,0,0.9961,0,0,True,LEADING-SIM-V0.1
S‑NOR004,37,0.9846,0,0.045,0,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR004,38,0.9905,0,0.0224,0,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR004,39,0.9812,1,0.0122,1,0.9985,0,0,True,LEADING-SIM-V0.1
S‑NOR004,40,0.9715,0,0.0024,1,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR004,41,0.9835,0,0.0561,0,0.9947,0,0,True,LEADING-SIM-V0.1
S‑NOR004,42,0.983,0,0.0798,1,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR004,43,0.9847,0,0.0429,0,0.9949,1,0,True,LEADING-SIM-V0.1
S‑NOR004,44,0.9801,0,0.0348,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR004,45,0.9791,0,0.001,0,0.9978,0,0,True,LEADING-SIM-V0.1
S‑NOR004,46,0.9905,0,0.0002,0,0.9961,0,0,True,LEADING-SIM-V0.1
S‑NOR004,47,0.9804,0,0.079,0,0.9956,0,0,True,LEADING-SIM-V0.1
S‑NOR004,48,0.9769,0,0.0815,0,0.9959,0,0,True,LEADING-SIM-V0.1
S‑NOR004,49,0.979,0,0.0123,0,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR004,50,0.9828,0,0.0488,0,0.9932,0,0,True,LEADING-SIM-V0.1
S‑NOR004,51,0.9813,0,0.0292,1,0.9935,0,0,True,LEADING-SIM-V0.1
S‑NOR004,52,0.9836,0,0.0211,1,0.9955,0,0,True,LEADING-SIM-V0.1
S‑NOR005,1,0.9801,0,0.0341,0,0.9966,0,0,True,LEADING-SIM-V0.1
S‑NOR005,2,0.9919,0,0.0339,0,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR005,3,0.9934,0,0.0591,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR005,4,0.9852,0,0.0284,0,0.9972,0,1,True,LEADING-SIM-V0.1
S‑NOR005,5,0.9798,0,0.1192,1,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR005,6,0.9878,0,0.0046,0,0.9979,0,0,True,LEADING-SIM-V0.1
S‑NOR005,7,0.9791,0,0.0149,0,1.0,0,0,True,LEADING-SIM-V0.1
S‑NOR005,8,0.99,1,0.15,1,0.9968,0,0,True,LEADING-SIM-V0.1
S‑NOR005,9,0.9877,0,0.0174,1,0.9953,1,0,True,LEADING-SIM-V0.1
S‑NOR005,10,0.9898,0,0.0017,0,0.9979,0,0,True,LEADING-SIM-V0.1
S‑NOR005,11,0.9856,0,0.0901,1,0.9961,0,0,True,LEADING-SIM-V0.1
S‑NOR005,12,0.9895,1,0.0289,2,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR005,13,0.9864,0,0.0342,0,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR005,14,0.9774,0,0.0285,0,0.999,0,0,True,LEADING-SIM-V0.1
S‑NOR005,15,0.9845,0,0.0155,1,0.9982,0,0,True,LEADING-SIM-V0.1
S‑NOR005,16,0.9929,0,0.0135,0,0.9972,0,0,True,LEADING-SIM-V0.1
S‑NOR005,17,0.9777,0,0.0183,0,0.9981,0,0,True,LEADING-SIM-V0.1
S‑NOR005,18,0.9789,1,0.0141,0,0.9962,0,0,True,LEADING-SIM-V0.1
S‑NOR005,19,0.9939,1,0.0067,1,0.996,0,0,True,LEADING-SIM-V0.1
S‑NOR005,20,0.9897,0,0.0278,0,0.9972,0,0,True,LEADING-SIM-V0.1
S‑NOR005,21,0.9791,0,0.0524,0,0.9985,0,0,True,LEADING-SIM-V0.1
S‑NOR005,22,0.984,1,0.0268,1,0.9984,0,1,True,LEADING-SIM-V0.1
S‑NOR005,23,0.9851,0,0.0115,0,0.9957,0,0,True,LEADING-SIM-V0.1
S‑NOR005,24,0.9808,0,0.0476,0,0.9978,0,0,True,LEADING-SIM-V0.1
S‑NOR005,25,0.9722,0,0.0008,0,0.9994,0,0,True,LEADING-SIM-V0.1
S‑NOR005,26,0.99,0,0.0298,2,0.9963,0,0,True,LEADING-SIM-V0.1
S‑NOR005,27,0.9814,0,0.0574,1,0.9979,0,0,True,LEADING-SIM-V0.1
S‑NOR005,28,0.9779,0,0.0439,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR005,29,0.9857,0,0.0302,0,0.996,0,0,True,LEADING-SIM-V0.1
S‑NOR005,30,0.9809,0,0.0313,0,0.996,0,0,True,LEADING-SIM-V0.1
S‑NOR005,31,0.9832,0,0.0015,1,0.9979,0,1,True,LEADING-SIM-V0.1
S‑NOR005,32,0.9942,0,0.0307,0,0.9966,0,0,True,LEADING-SIM-V0.1
S‑NOR005,33,0.9942,0,0.0226,0,0.995,0,0,True,LEADING-SIM-V0.1
S‑NOR005,34,0.9908,0,0.0184,1,0.9957,0,0,True,LEADING-SIM-V0.1
S‑NOR005,35,0.988,0,0.0241,0,0.9947,0,0,True,LEADING-SIM-V0.1
S‑NOR005,36,0.9901,0,0.0514,0,0.998,0,0,True,LEADING-SIM-V0.1
S‑NOR005,37,0.9884,0,0.032,1,0.9977,0,0,True,LEADING-SIM-V0.1
S‑NOR005,38,0.9938,0,0.0233,0,0.9967,0,0,True,LEADING-SIM-V0.1
S‑NOR005,39,0.9864,0,0.0207,2,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR005,40,0.9852,1,0.1436,2,0.9978,0,0,True,LEADING-SIM-V0.1
S‑NOR005,41,0.9855,0,0.0383,0,0.9953,0,0,True,LEADING-SIM-V0.1
S‑NOR005,42,0.9793,1,0.0012,0,0.9977,0,0,True,LEADING-SIM-V0.1
S‑NOR005,43,0.9844,0,0.0306,0,0.9941,1,1,True,LEADING-SIM-V0.1
S‑NOR005,44,0.9747,0,0.0328,0,0.9952,0,0,True,LEADING-SIM-V0.1
S‑NOR005,45,0.9777,0,0.0005,0,0.9964,0,0,True,LEADING-SIM-V0.1
S‑NOR005,46,0.9823,0,0.0325,0,0.9986,0,0,True,LEADING-SIM-V0.1
S‑NOR005,47,0.9851,0,0.0078,1,0.9962,0,0,True,LEADING-SIM-V0.1
S‑NOR005,48,0.9854,0,0.0115,2,0.9984,0,0,True,LEADING-SIM-V0.1
S‑NOR005,49,0.9937,0,0.0268,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR005,50,0.9933,1,0.15,0,0.9983,0,0,True,LEADING-SIM-V0.1
S‑NOR005,51,0.9784,0,0.0563,0,0.9994,0,0,True,LEADING-SIM-V0.1
S‑NOR005,52,0.9869,0,0.0395,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR006,1,0.9942,0,0.035,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR006,2,0.9774,0,0.02,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR006,3,0.9952,0,0.0162,2,0.9983,0,0,True,LEADING-SIM-V0.1
S‑NOR006,4,0.9839,0,0.0266,0,0.998,0,0,True,LEADING-SIM-V0.1
S‑NOR006,5,0.9957,0,0.0293,0,0.9961,0,0,True,LEADING-SIM-V0.1
S‑NOR006,6,0.9826,0,0.0146,2,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR006,7,0.9869,0,0.0097,0,0.999,0,0,True,LEADING-SIM-V0.1
S‑NOR006,8,0.9765,0,0.0228,0,1.0,0,0,True,LEADING-SIM-V0.1
S‑NOR006,9,0.9951,0,0.0187,0,0.997,0,0,True,LEADING-SIM-V0.1
S‑NOR006,10,0.988,0,0.0776,1,0.9954,0,0,True,LEADING-SIM-V0.1
S‑NOR006,11,0.9859,0,0.0168,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR006,12,0.9847,1,0.1318,0,0.9974,0,0,True,LEADING-SIM-V0.1
S‑NOR006,13,0.9771,0,0.0038,0,0.9971,0,0,True,LEADING-SIM-V0.1
S‑NOR006,14,0.9754,0,0.0173,0,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR006,15,0.9778,0,0.1058,0,0.9953,0,0,True,LEADING-SIM-V0.1
S‑NOR006,16,0.9994,0,0.0187,1,0.9939,0,0,True,LEADING-SIM-V0.1
S‑NOR006,17,0.9899,0,0.0166,0,0.9969,0,1,True,LEADING-SIM-V0.1
S‑NOR006,18,0.995,0,0.0041,2,0.9969,0,0,True,LEADING-SIM-V0.1
S‑NOR006,19,0.9909,0,0.0184,0,0.9942,0,0,True,LEADING-SIM-V0.1
S‑NOR006,20,0.9918,0,0.0116,0,0.9988,0,0,True,LEADING-SIM-V0.1
S‑NOR006,21,0.985,0,0.0141,0,0.9973,0,0,True,LEADING-SIM-V0.1
S‑NOR006,22,0.9858,0,0.0655,0,0.9975,0,0,True,LEADING-SIM-V0.1
S‑NOR006,23,0.9855,1,0.0016,0,0.9982,0,0,True,LEADING-SIM-V0.1
S‑NOR006,24,0.9905,0,0.0043,2,0.9949,0,0,True,LEADING-SIM-V0.1
